usage_id,equipment_id,rental_id,timestamp,latitude,longitude,runtime_hours_total,runtime_hours_session,idle_hours,fuel_level,fuel_consumption_rate,engine_temperature,hydraulic_pressure,vibration_level,load_weight,speed_kmh,battery_level,signal_strength,is_operating,operator_id
58,CAT00120,RENT000003,2025-05-26 06:18:56,27.742782,-71.008117,11.73,0.0,1.82,32.54,0.0,81.27,2120.27,0.826,2458.5,6.95,92,5,0,OP4370
59,CAT00120,RENT000003,2025-05-26 15:09:28,40.218427,-109.033592,13.72,2.0,0.0,74.41,13.364,77.3,1789.78,0.735,4586.89,18.43,60,3,1,OP7437
60,CAT00120,RENT000003,2025-05-27 00:00:00,38.635369,-81.54752,13.72,0.0,0.95,62.01,0.0,97.89,1338.26,1.358,1424.33,13.62,76,5,0,OP5491
61,CAT00092,RENT000004,2024-08-24 00:00:00,29.247652,-79.730498,0.0,0.0,0.38,71.3,0.0,85.64,1668.96,0.885,3261.45,36.0,82,3,0,OP7443
62,CAT00092,RENT000004,2024-08-25 13:53:41,37.808475,-118.668492,1.73,1.73,0.0,29.54,22.956,102.13,1865.31,0.965,1099.35,4.73,82,3,1,OP6913
63,CAT00092,RENT000004,2024-08-27 03:47:22,30.948996,-87.487382,1.73,0.0,1.28,50.05,0.0,107.71,2722.46,0.937,1513.39,14.55,89,4,0,OP9101
64,CAT00092,RENT000004,2024-08-28 17:41:03,32.333141,-115.619217,3.51,1.79,0.0,45.98,7.596,87.04,1683.61,1.966,1856.43,29.17,74,4,1,OP9293
65,CAT00092,RENT000004,2024-08-30 07:34:44,28.971812,-97.1513,3.51,0.0,0.38,54.59,0.0,101.73,2520.28,1.647,4946.28,16.89,91,4,0,OP2991
66,CAT00092,RENT000004,2024-08-31 21:28:25,43.428308,-104.62553,6.02,2.5,0.0,28.18,14.128,74.89,2211.51,1.011,915.27,5.16,56,5,1,OP4334
67,CAT00092,RENT000004,2024-09-02 11:22:06,25.363184,-95.771701,7.79,1.77,0.0,87.05,24.368,71.8,2145.35,0.271,2716.11,19.55,22,5,1,OP1065
68,CAT00092,RENT000004,2024-09-04 01:15:47,32.201939,-115.575087,7.79,0.0,0.06,14.64,0.0,74.37,2102.3,1.523,3203.24,39.11,39,4,0,OP5248
69,CAT00092,RENT000004,2024-09-05 15:09:28,31.934326,-108.677096,9.63,1.85,0.0,51.19,14.432,106.59,2285.21,0.405,3257.2,30.82,35,4,1,OP4227
70,CAT00092,RENT000004,2024-09-07 05:03:09,28.806475,-116.434476,10.79,1.15,0.0,40.29,7.907,91.9,2008.19,1.187,2895.39,2.3,25,4,1,OP1673
71,CAT00092,RENT000004,2024-09-08 18:56:50,39.335591,-71.08781,12.14,1.36,0.0,60.38,19.936,94.69,2993.78,0.582,420.95,18.19,28,1,1,OP1960
72,CAT00092,RENT000004,2024-09-10 08:50:31,42.001579,-116.534733,12.14,0.0,1.23,19.61,0.0,107.74,1084.53,1.102,18.58,12.8,27,1,0,OP6575
73,CAT00092,RENT000004,2024-09-11 22:44:12,37.778757,-74.007141,12.14,0.0,0.3,88.49,0.0,91.68,2945.23,1.332,4288.48,14.06,24,2,0,OP9623
74,CAT00092,RENT000004,2024-09-13 12:37:53,30.793222,-68.219156,14.49,2.35,0.0,55.58,23.112,89.22,2893.48,0.899,4367.42,21.48,67,3,1,OP9568
75,CAT00092,RENT000004,2024-09-15 02:31:34,36.321421,-113.045443,14.49,0.0,1.14,17.65,0.0,79.46,2814.14,0.859,3338.05,21.37,84,2,0,OP5099
76,CAT00092,RENT000004,2024-09-16 16:25:15,25.593724,-68.351689,15.81,1.32,0.0,72.33,19.095,108.83,2804.36,1.039,3682.21,37.3,50,2,1,OP4944
77,CAT00092,RENT000004,2024-09-18 06:18:56,33.192183,-91.823297,15.81,0.0,1.96,37.66,0.0,106.33,1179.61,1.283,2051.1,7.59,60,1,0,OP4270
78,CAT00092,RENT000004,2024-09-19 20:12:37,29.54821,-112.15726,15.81,0.0,1.35,16.2,0.0,80.25,2618.82,1.522,1622.26,16.91,39,1,0,OP7180
79,CAT00092,RENT000004,2024-09-21 10:06:18,25.96691,-79.229662,16.77,0.96,0.0,17.54,9.502,96.13,1331.88,0.502,3778.52,2.34,95,1,1,OP3057
80,CAT00092,RENT000004,2024-09-23 00:00:00,37.975761,-95.684502,16.77,0.0,1.82,34.18,0.0,99.2,1922.57,1.249,205.54,7.07,24,2,0,OP4728
81,CAT00072,RENT000005,2023-09-16 00:00:00,48.096181,-77.298796,0.0,0.0,0.3,53.2,0.0,95.61,1988.66,1.306,3644.12,33.3,61,2,0,OP6785
82,CAT00072,RENT000005,2023-09-17 17:41:03,34.157545,-106.810415,3.32,3.32,0.0,92.62,17.527,98.76,1365.14,1.97,2391.19,11.94,39,5,1,OP6091
83,CAT00072,RENT000005,2023-09-19 11:22:06,41.002736,-106.556621,4.5,1.18,0.0,58.09,10.503,96.33,2804.86,0.354,3839.47,5.08,55,2,1,OP4512
84,CAT00072,RENT000005,2023-09-21 05:03:09,31.755524,-88.627346,4.5,0.0,0.25,47.25,0.0,71.39,2259.76,1.395,3637.88,9.69,53,1,0,OP3726
85,CAT00072,RENT000005,2023-09-22 22:44:12,27.134997,-100.722498,4.5,0.0,0.08,18.28,0.0,74.07,2616.47,1.957,3769.98,11.14,53,2,0,OP2129
86,CAT00072,RENT000005,2023-09-24 16:25:15,35.489596,-87.692494,7.85,3.36,0.0,89.33,21.04,73.21,2703.59,1.102,3868.69,13.87,49,2,1,OP2219
87,CAT00072,RENT000005,2023-09-26 10:06:18,44.981755,-87.360045,7.85,0.0,0.34,96.46,0.0,103.25,1282.8,0.498,3883.7,20.85,91,4,0,OP9250
88,CAT00072,RENT000005,2023-09-28 03:47:22,25.908995,-76.664958,7.85,0.0,0.97,72.25,0.0,105.49,1675.24,0.63,2634.47,10.57,25,2,0,OP4305
89,CAT00072,RENT000005,2023-09-29 21:28:25,38.429079,-76.595543,7.85,0.0,1.97,52.86,0.0,94.25,2982.4,0.303,3024.56,36.72,76,1,0,OP7222
90,CAT00072,RENT000005,2023-10-01 15:09:28,40.819316,-69.90846,9.84,1.98,0.0,37.58,23.19,90.67,2193.88,1.768,1466.76,19.83,39,1,1,OP8080
91,CAT00072,RENT000005,2023-10-03 08:50:31,37.50829,-74.267897,9.84,0.0,1.91,10.48,0.0,71.78,1704.21,0.716,4291.78,6.87,88,2,0,OP2265
92,CAT00072,RENT000005,2023-10-05 02:31:34,35.98963,-77.281778,9.84,0.0,1.94,75.85,0.0,86.07,2667.24,1.706,3862.4,24.75,53,3,0,OP5521
93,CAT00072,RENT000005,2023-10-06 20:12:37,40.561014,-78.917653,9.84,0.0,0.98,59.24,0.0,74.63,2547.15,1.019,773.7,26.62,59,1,0,OP6436
94,CAT00072,RENT000005,2023-10-08 13:53:41,30.697908,-99.284994,13.35,3.51,0.0,79.31,13.427,78.25,1485.46,0.401,4275.18,25.58,89,2,1,OP2173
95,CAT00072,RENT000005,2023-10-10 07:34:44,38.082974,-87.524552,13.35,0.0,1.84,59.45,0.0,106.67,1111.36,0.864,1622.6,16.3,87,5,0,OP9512
96,CAT00072,RENT000005,2023-10-12 01:15:47,37.433527,-108.561259,13.35,0.0,0.14,97.95,0.0,73.35,2012.94,0.94,4549.97,7.38,73,2,0,OP1334
97,CAT00072,RENT000005,2023-10-13 18:56:50,40.938763,-122.872391,16.67,3.32,0.0,57.59,17.511,100.37,1970.58,0.7,4703.76,34.9,44,5,1,OP1555
98,CAT00072,RENT000005,2023-10-15 12:37:53,31.279079,-108.693984,20.27,3.61,0.0,69.36,5.027,108.14,2781.27,0.387,211.63,7.97,95,3,1,OP5004
99,CAT00072,RENT000005,2023-10-17 06:18:56,45.956791,-117.572084,20.27,0.0,0.17,26.51,0.0,96.26,2082.57,1.728,1396.24,8.43,64,3,0,OP1123
100,CAT00072,RENT000005,2023-10-19 00:00:00,32.478632,-116.744759,20.27,0.0,1.58,33.67,0.0,94.92,2700.51,1.528,547.73,39.39,62,3,0,OP3002
101,CAT00015,RENT000006,2024-11-06 00:00:00,31.470136,-82.153375,0.0,0.0,0.44,46.24,0.0,71.12,2788.13,1.013,503.07,16.75,77,4,0,OP6244
102,CAT00015,RENT000006,2024-11-06 08:50:31,48.523798,-116.394388,2.5,2.5,0.0,77.94,9.751,70.07,1309.47,1.156,333.76,22.97,41,3,1,OP5117
103,CAT00015,RENT000006,2024-11-06 17:41:03,40.568953,-121.499845,2.5,0.0,1.37,63.18,0.0,92.48,1421.6,1.631,4333.66,37.63,100,2,0,OP4861
104,CAT00015,RENT000006,2024-11-07 02:31:34,25.361603,-79.477085,2.5,0.0,1.64,40.45,0.0,102.18,2034.69,0.921,2480.17,26.28,67,4,0,OP5139
105,CAT00015,RENT000006,2024-11-07 11:22:06,48.990793,-117.747125,5.22,2.72,0.0,30.7,15.454,86.91,1720.55,0.96,3144.45,26.91,68,4,1,OP9515
106,CAT00015,RENT000006,2024-11-07 20:12:37,42.976041,-114.921094,5.22,0.0,1.03,11.6,0.0,70.21,1975.82,1.429,3915.29,4.77,63,2,0,OP1832
107,CAT00015,RENT000006,2024-11-08 05:03:09,35.037502,-86.668112,5.22,0.0,1.06,49.12,0.0,103.0,2215.09,1.368,4017.66,7.47,41,5,0,OP8212
108,CAT00015,RENT000006,2024-11-08 13:53:41,30.835111,-88.607886,7.14,1.92,0.0,38.56,8.807,84.87,1462.98,0.177,1269.34,28.53,75,4,1,OP6059
109,CAT00015,RENT000006,2024-11-08 22:44:12,48.649909,-83.103836,7.14,0.0,1.19,15.19,0.0,97.08,2269.21,0.983,4671.36,12.29,85,5,0,OP1175
110,CAT00015,RENT000006,2024-11-09 07:34:44,48.589608,-82.760668,7.14,0.0,0.73,91.76,0.0,85.36,1049.58,1.55,3688.24,21.68,40,2,0,OP6407
111,CAT00015,RENT000006,2024-11-09 16:25:15,42.979171,-106.946397,7.14,0.0,0.77,47.22,0.0,75.56,1038.2,1.233,4915.17,3.65,68,5,0,OP7763
112,CAT00015,RENT000006,2024-11-10 01:15:47,41.879679,-81.416123,7.14,0.0,1.68,23.96,0.0,96.35,1503.41,0.836,1786.42,4.53,37,5,0,OP5593
113,CAT00015,RENT000006,2024-11-10 10:06:18,38.651961,-86.666542,10.97,3.82,0.0,46.34,12.971,78.79,1054.36,1.991,500.93,5.9,75,4,1,OP7503
114,CAT00015,RENT000006,2024-11-10 18:56:50,38.604383,-67.525419,12.73,1.76,0.0,76.09,11.453,95.19,1816.98,1.661,1416.87,25.09,66,5,1,OP2419
115,CAT00015,RENT000006,2024-11-11 03:47:22,27.565551,-112.131279,12.73,0.0,1.3,32.69,0.0,76.29,1108.34,1.457,1559.23,8.25,36,5,0,OP7595
116,CAT00015,RENT000006,2024-11-11 12:37:53,35.137735,-92.104495,12.73,0.0,0.19,11.18,0.0,89.64,1035.41,0.402,2773.26,19.18,57,1,0,OP6137
117,CAT00015,RENT000006,2024-11-11 21:28:25,26.65621,-122.75191,12.73,0.0,0.26,74.63,0.0,79.93,2328.81,1.398,1233.89,13.32,83,2,0,OP5611
118,CAT00015,RENT000006,2024-11-12 06:18:56,37.53536,-79.119171,16.31,3.59,0.0,14.01,9.727,94.53,1739.47,1.008,2386.27,18.4,30,4,1,OP4797
119,CAT00015,RENT000006,2024-11-12 15:09:28,36.508306,-107.220036,16.31,0.0,1.7,96.4,0.0,104.06,1728.31,1.025,3949.63,10.96,39,2,0,OP6699
120,CAT00015,RENT000006,2024-11-13 00:00:00,46.607648,-120.745832,16.31,0.0,0.19,58.67,0.0,102.88,1173.57,0.972,108.57,28.67,22,3,0,OP7647
121,CAT00082,RENT000007,2024-05-19 00:00:00,32.280334,-90.380454,0.0,0.0,0.55,53.25,0.0,92.77,1421.24,1.56,223.84,13.48,75,4,0,OP4384
122,CAT00082,RENT000007,2024-05-23 17:41:03,31.982454,-96.319381,3.18,3.18,0.0,47.79,18.142,105.26,1431.49,0.688,2181.02,7.28,21,1,1,OP9972
123,CAT00082,RENT000007,2024-05-28 11:22:06,25.916741,-76.024058,5.39,2.21,0.0,39.86,23.712,107.17,1110.76,1.013,706.5,27.46,93,1,1,OP8937
124,CAT00082,RENT000007,2024-06-02 05:03:09,37.159781,-69.458373,5.39,0.0,1.35,86.57,0.0,97.57,2956.72,0.263,332.55,5.63,83,4,0,OP8444
125,CAT00082,RENT000007,2024-06-06 22:44:12,25.346207,-84.826218,6.19,0.8,0.0,69.27,17.633,103.28,1913.18,1.439,220.27,32.7,33,5,1,OP3991
126,CAT00082,RENT000007,2024-06-11 16:25:15,27.107336,-87.384048,6.19,0.0,0.99,88.47,0.0,77.89,1821.94,0.209,1999.91,19.19,60,4,0,OP6516
127,CAT00082,RENT000007,2024-06-16 10:06:18,25.844667,-117.898842,6.19,0.0,0.04,86.73,0.0,93.39,1692.22,0.326,1928.23,7.81,30,2,0,OP7099
128,CAT00082,RENT000007,2024-06-21 03:47:22,35.24761,-93.72462,6.19,0.0,1.15,37.2,0.0,94.34,2952.03,0.657,2209.29,39.49,89,4,0,OP4504
129,CAT00082,RENT000007,2024-06-25 21:28:25,42.294777,-114.263416,6.19,0.0,1.89,39.09,0.0,92.24,1053.92,1.564,1300.8,37.84,35,2,0,OP1957
130,CAT00082,RENT000007,2024-06-30 15:09:28,32.478612,-81.240785,10.0,3.81,0.0,55.21,24.332,90.84,2228.35,0.207,4458.02,21.26,59,2,1,OP8660
131,CAT00082,RENT000007,2024-07-05 08:50:31,26.031966,-75.480156,10.98,0.98,0.0,20.47,10.579,104.68,1642.55,0.637,2316.95,12.36,24,4,1,OP4621
132,CAT00082,RENT000007,2024-07-10 02:31:34,35.554155,-73.933444,13.35,2.37,0.0,17.24,5.357,88.83,1098.96,0.373,4420.13,9.41,70,3,1,OP6447
133,CAT00082,RENT000007,2024-07-14 20:12:37,40.776697,-121.63214,13.35,0.0,1.18,27.0,0.0,92.26,2531.01,0.15,1355.38,9.06,83,5,0,OP6382
134,CAT00082,RENT000007,2024-07-19 13:53:41,41.753976,-70.074237,16.11,2.76,0.0,40.35,9.224,97.76,1396.35,0.325,4387.71,2.19,60,3,1,OP1600
135,CAT00082,RENT000007,2024-07-24 07:34:44,38.774991,-97.642111,16.11,0.0,1.22,76.93,0.0,72.86,1002.02,1.889,3295.34,18.88,89,1,0,OP9446
136,CAT00082,RENT000007,2024-07-29 01:15:47,48.727867,-82.585223,18.62,2.52,0.0,98.24,19.502,92.58,1601.41,0.624,4305.49,22.04,86,1,1,OP2904
137,CAT00082,RENT000007,2024-08-02 18:56:50,25.207689,-83.175609,18.62,0.0,0.23,70.65,0.0,101.24,2479.22,0.775,446.78,33.15,60,1,0,OP2548
138,CAT00082,RENT000007,2024-08-07 12:37:53,44.460393,-106.516796,20.75,2.13,0.0,38.24,11.824,76.1,1317.39,0.783,519.66,17.26,36,5,1,OP3307
139,CAT00082,RENT000007,2024-08-12 06:18:56,48.781297,-83.481147,20.75,0.0,0.93,57.64,0.0,100.21,2192.01,1.349,2571.09,24.9,74,5,0,OP5567
140,CAT00082,RENT000007,2024-08-17 00:00:00,47.262761,-116.739271,23.66,2.91,0.0,30.0,7.444,77.91,1864.33,1.71,4506.59,28.11,87,4,1,OP7533
141,CAT00200,RENT000008,2024-11-23 00:00:00,33.34837,-117.653432,0.0,0.0,0.47,79.18,0.0,102.14,2548.69,1.505,3369.85,24.19,92,5,0,OP1828
142,CAT00200,RENT000008,2024-11-23 17:41:03,44.555457,-68.220109,3.4,3.4,0.0,62.09,17.823,108.47,1961.34,0.938,4836.45,29.71,21,4,1,OP7164
143,CAT00200,RENT000008,2024-11-24 11:22:06,46.126619,-78.098798,6.05,2.64,0.0,67.14,11.006,93.37,2022.86,1.474,3749.99,9.99,97,5,1,OP5363
144,CAT00200,RENT000008,2024-11-25 05:03:09,43.439331,-79.913906,6.05,0.0,1.88,22.05,0.0,109.51,2776.3,0.525,1085.76,36.65,63,4,0,OP9120
145,CAT00200,RENT000008,2024-11-25 22:44:12,34.842512,-90.588014,6.05,0.0,0.21,94.68,0.0,87.77,1200.72,0.192,3136.26,32.38,60,3,0,OP2220
146,CAT00200,RENT000008,2024-11-26 16:25:15,31.799181,-107.613292,8.39,2.35,0.0,61.45,15.806,109.93,2453.12,1.64,539.08,2.2,41,1,1,OP2731
147,CAT00200,RENT000008,2024-11-27 10:06:18,34.501632,-93.340109,8.39,0.0,0.36,26.1,0.0,93.62,1266.37,0.12,2998.14,24.92,76,3,0,OP8949
148,CAT00200,RENT000008,2024-11-28 03:47:22,30.751582,-105.59961,8.39,0.0,1.29,88.47,0.0,109.53,1934.24,1.887,4354.19,13.85,70,2,0,OP9762
149,CAT00200,RENT000008,2024-11-28 21:28:25,35.406688,-116.972359,12.17,3.78,0.0,26.93,15.621,88.01,1938.6,1.14,1090.46,8.45,26,1,1,OP2907
150,CAT00200,RENT000008,2024-11-29 15:09:28,47.424879,-72.333965,14.23,2.06,0.0,90.3,10.916,70.69,2490.02,0.35,4884.12,32.21,85,1,1,OP5296
151,CAT00200,RENT000008,2024-11-30 08:50:31,40.404413,-74.976529,16.86,2.63,0.0,61.3,15.346,108.45,1671.79,1.327,4817.12,32.08,98,5,1,OP7850
